"","File","Date","interval","tempC","I","K.instant","GPP.instant","ER.instant"
"1","APNERR2012dtd.csv","2012-05-01",1,26,0,0.00453741647978369,0,0.00324624725090719
"2","APNERR2012dtd.csv","2012-05-01",2,25.9,0,0.00452662385134703,0,0.00322382482471893
"3","APNERR2012dtd.csv","2012-05-01",3,25.9,0,0.00452662385134703,0,0.00322382482471893
"4","APNERR2012dtd.csv","2012-05-01",4,25.9,0,0.00452662385134703,0,0.00322382482471893
"5","APNERR2012dtd.csv","2012-05-01",5,25.8,0,0.0045158568940889,0,0.00320155727434799
"6","APNERR2012dtd.csv","2012-05-01",6,25.8,0,0.0045158568940889,0,0.00320155727434799
"7","APNERR2012dtd.csv","2012-05-01",7,25.7,0,0.00450511554694825,0,0.00317944353003863
"8","APNERR2012dtd.csv","2012-05-01",8,25.7,0,0.00450511554694825,0,0.00317944353003863
"9","APNERR2012dtd.csv","2012-05-01",9,25.6,0,0.00449439974900925,0,0.00315748252942412
"10","APNERR2012dtd.csv","2012-05-01",10,25.7,0,0.00450511554694825,0,0.00317944353003863
"11","APNERR2012dtd.csv","2012-05-01",11,25.7,0,0.00450511554694825,0,0.00317944353003863
"12","APNERR2012dtd.csv","2012-05-01",12,25.7,0,0.00450511554694825,0,0.00317944353003863
"13","APNERR2012dtd.csv","2012-05-01",13,25.6,0,0.00449439974900925,0,0.00315748252942412
"14","APNERR2012dtd.csv","2012-05-01",14,25.6,0,0.00449439974900925,0,0.00315748252942412
"15","APNERR2012dtd.csv","2012-05-01",15,25.6,0,0.00449439974900925,0,0.00315748252942412
"16","APNERR2012dtd.csv","2012-05-01",16,25.5,0,0.00448370943950096,0,0.00313567321747571
"17","APNERR2012dtd.csv","2012-05-01",17,25.5,0,0.00448370943950096,0,0.00313567321747571
"18","APNERR2012dtd.csv","2012-05-01",18,25.5,0,0.00448370943950096,0,0.00313567321747571
"19","APNERR2012dtd.csv","2012-05-01",19,25.4,0,0.00447304455779699,0,0.0031140145464519
"20","APNERR2012dtd.csv","2012-05-01",20,25.4,0,0.00447304455779699,0,0.0031140145464519
"21","APNERR2012dtd.csv","2012-05-01",21,25.4,0,0.00447304455779699,0,0.0031140145464519
"22","APNERR2012dtd.csv","2012-05-01",22,25.3,0,0.00446240504341517,0,0.00309250547584816
"23","APNERR2012dtd.csv","2012-05-01",23,25.3,0,0.00446240504341517,0,0.00309250547584816
"24","APNERR2012dtd.csv","2012-05-01",24,25.3,0,0.00446240504341517,0,0.00309250547584816
"25","APNERR2012dtd.csv","2012-05-01",25,25.3,8.55555555555556,0.00446240504341517,1.63585203359846e-05,0.00309250547584816
"26","APNERR2012dtd.csv","2012-05-01",26,25.2,34.6666666666667,0.00445179083601718,6.62838746081453e-05,0.00307114497234689
"27","APNERR2012dtd.csv","2012-05-01",27,25.2,95.2222222222222,0.00445179083601718,0.000182068206856348,0.00307114497234689
"28","APNERR2012dtd.csv","2012-05-01",28,25.3,185.777777777778,0.00446240504341517,0.000355213584438523,0.00309250547584816
"29","APNERR2012dtd.csv","2012-05-01",29,25.3,284.222222222222,0.00446240504341517,0.00054344279246037,0.00309250547584816
"30","APNERR2012dtd.csv","2012-05-01",30,25.2,399.555555555556,0.00445179083601718,0.000763964144522086,0.00307114497234689
"31","APNERR2012dtd.csv","2012-05-01",31,25.2,495.555555555556,0.00445179083601718,0.000947519489590796,0.00307114497234689
"32","APNERR2012dtd.csv","2012-05-01",32,25.2,599.888888888889,0.00445179083601718,0.00114700845836339,0.00307114497234689
"33","APNERR2012dtd.csv","2012-05-01",33,25.2,710.333333333333,0.00445179083601718,0.00135818208451882,0.00307114497234689
"34","APNERR2012dtd.csv","2012-05-01",34,25.3,822.111111111111,0.00446240504341517,0.00157190509046688,0.00309250547584816
"35","APNERR2012dtd.csv","2012-05-01",35,25.3,913.222222222222,0.00446240504341517,0.00174611270962931,0.00309250547584816
"36","APNERR2012dtd.csv","2012-05-01",36,25.1,948.111111111111,0.00444120187540822,0.00181282148086956,0.00304993200976783
"37","APNERR2012dtd.csv","2012-05-01",37,25.1,1219.66666666667,0.00444120187540822,0.00233204516530004,0.00304993200976783
