"","File","Date","GPP.mean","GPP.sd","GPP.median","ER.mean","ER.sd","ER.median","NEP.mean","NEP.sd","NEP.median","PR.mean","PR.sd","PR.median","K.mean","K.sd","K.median","theta.mean","theta.sd","theta.median","A.mean","A.sd","A.median","p.mean","p.sd","p.median","R2","PPP","rmse","rmse.relative","mrl.fraction","ER.K.cor","convergence.check","A.Rhat","K.Rhat","theta.Rhat","p.Rhat","R.Rhat","GPP.Rhat","DIC","pD","totDailyLight","aveDailyTemp","interval","smooth.DO","smooth.PAR","n.iter","n.burnin"
"1","APNERR2012dtd.csv","2012-02-23",0.206372390487113,0.0225672240685982,0.205869376634573,0.31742848999104,0.0268026097494296,0.317126759711496,-0.111056099503927,0.0090936077986244,-0.110804833429728,0.64906791789258,0.0264317176149605,0.649338052599369,0.431393843812619,9.92960444313375e-07,0.431393830277205,1.07177,0,1.07177,1.33315497730693e-05,1.45783101218335e-06,1.32990553381507e-05,1,0,1,0.520324407310036,0.524666666666667,0.0404109412366254,8.28458252767136,0.302083333333333,0.00299044687124301,"Fine",1.00431212307659,1,1,1,1.0045169082,1.00431212307659,-332.691155350173,3.34287445013503,15480,16.6364583333333,900,0,FALSE,20000,10000
"2","APNERR2012dtd.csv","2012-02-24",0.236251259854285,0.0173215087479997,0.235918787218307,0.295886942148175,0.0207724455374901,0.295886272432737,-0.0596356822938902,0.00670636644482271,-0.0594220313933242,0.798462852698018,0.0176157116923879,0.798473390503337,0.431393844423163,9.85828806817324e-07,0.431393837753739,1.07177,0,1.07177,1.03206549785874e-05,7.56691480108713e-07,1.03061308851799e-05,1,0,1,0.652479532035594,0.483,0.0283953154137202,6.74377643369347,0.260416666666667,0.00347761098152655,"Fine",1.00477982761409,1,1,1,1.00474927699101,1.00477982761409,-399.15252890958,3.92746767889373,22891.1111111111,17.775,900,0,FALSE,20000,10000
"3","APNERR2012dtd.csv","2012-02-25",0.169859475468419,0.0135883671896545,0.169753546917277,0.447048096711345,0.0157710967706525,0.446933553330246,-0.277188621242925,0.00583772267026297,-0.277171920725341,0.379429365527579,0.018655528323581,0.380037443127502,0.431393834818767,9.97419039485598e-07,0.431393848648866,1.07177,0,1.07177,7.78897981451872e-06,6.23100462665475e-07,7.78412241492793e-06,1,0,1,0.601448039484352,0.398333333333333,0.0264789950213892,6.37661654975548,0.291666666666667,0.0052849579916298,"Fine",1.00154411337655,1,1,1,1.00212764652199,1.00154411337654,-412.678386975669,3.64976748513367,21807.6666666667,17.0489583333333,900,0,FALSE,20000,10000
"4","APNERR2012dtd.csv","2012-02-26",0.219043306445962,0.0200179552224975,0.219241897048726,0.616789981269624,0.0220424426646434,0.617044174755627,-0.397746674823662,0.00766809776857835,-0.397722474732314,0.354496697276753,0.0211368108476831,0.35570068663534,0.431393837842095,9.90369364947694e-07,0.431393850117084,1.07177,0,1.07177,2.73807935945452e-05,2.50227915668937e-06,2.74056177646708e-05,1,0,1,0.248611247233172,0.473666666666667,0.0362261408314155,8.22626234788856,0.385416666666667,-0.0147675069243668,"Fine",1.00139831326969,1,1,1,1.00162903828673,1.00139831326969,-353.440378785612,3.37943778668085,7999.88888888889,15.4447916666667,900,0,FALSE,20000,10000
"5","APNERR2012dtd.csv","2012-02-27",0.241206607851263,0.0188318661775972,0.24106354875215,0.598116063713969,0.0220982230297454,0.597883979912536,-0.356909455862706,0.00750793169935504,-0.356852830991527,0.402725596067548,0.0181722522955197,0.403237946315175,0.431393834818767,9.97419039485598e-07,0.431393848648866,1.07177,0,1.07177,2.01455049755599e-05,1.57283192678454e-06,2.01335567216599e-05,1,0,1,0.443836930815311,0.505333333333333,0.0331274813230087,7.2972764095534,0.354166666666667,0.0015456169535202,"Fine",1.00193584855001,1,1,1,1.0023673908969,1.00193584855,-370.370600629571,3.41979246458395,11973.2222222222,15.4083333333333,900,0,FALSE,20000,10000
"6","APNERR2012dtd.csv","2012-02-28",0.136042929421356,0.0206158650303346,0.13588621174664,0.482222831786032,0.0232601300759185,0.482121059874566,-0.346179902364676,0.00889543532466242,-0.346145859005912,0.28085465936703,0.0309152912343235,0.282363924500294,0.431393834818767,9.97419039485598e-07,0.431393848648866,1.07177,0,1.07177,4.92865513035159e-06,7.46885482256045e-07,4.92297745658502e-06,1,0,1,0.132991639343644,0.519,0.0411000655701657,9.52694745844254,0.34375,0.00715751254614357,"Fine",1.00108113525231,1,1,1,1.00196743702374,1.00108113525231,-329.390989326999,3.44264195116586,27602.4444444444,16.2135416666667,900,0,FALSE,20000,10000
"7","APNERR2012dtd.csv","2012-02-29",0.166993061601331,0.0220823490823507,0.16681195565153,0.515220520654026,0.0248726731657919,0.514923309757773,-0.348227459052695,0.00824014354661991,-0.348219204832841,0.322909031927635,0.028808896686463,0.324001336771553,0.431393834818767,9.97419039485598e-07,0.431393848648866,1.07177,0,1.07177,9.36339684517029e-06,1.23816999190812e-06,9.35324213058068e-06,1,0,1,0.211722676989683,0.519333333333333,0.0374791656444874,8.65772085308652,0.34375,0.00153754750937442,"Fine",1.00171514970783,1,1,1,1.0022722574816,1.00171514970783,-346.991664754251,3.35771237512481,17834.6666666667,16.9145833333333,900,0,FALSE,20000,10000
"8","APNERR2012dtd.csv","2012-03-01",0.132374953592992,0.0222430696602381,0.132192124171412,0.390320675669643,0.0255302451895519,0.390166639221748,-0.257945722076651,0.0087721136175361,-0.25790392594318,0.337052894319855,0.0375031466304887,0.339117407704501,0.431393834818767,9.97419039485598e-07,0.431393848648866,1.07177,0,1.07177,1.05547200674805e-05,1.77351808127629e-06,1.05401424354399e-05,1,0,1,0.11697765650465,0.521,0.0399299018700262,9.35001127967722,0.322916666666667,0.00263227556875622,"Fine",1.00150227154782,1,1,1,1.002064738326,1.00150227154783,-334.92710429417,3.39080199491926,12541.7777777778,17.7145833333333,900,0,FALSE,20000,10000
"9","APNERR2012dtd.csv","2012-03-02",0.00868469817228452,0.0077260105131632,0.0065800861979242,0.12679675654572,0.0117459139766276,0.125509890949549,-0.118112058373436,0.00830741697736256,-0.118286828543889,0.0653374735557516,0.0526844898148328,0.0530862732021086,0.431393847395231,9.75468867242921e-07,0.431393860325553,1.07177,0,1.07177,3.63445768605642e-07,3.23325666995889e-07,2.75369902126011e-07,1,0,1,0.63347573126382,0.512666666666667,0.0387588754227983,8.74826702431731,0.34375,-0.00671105437381063,"Fine",1.00121017890612,1,1,1,1.0010030419065,1.00121017890612,-341.013504254768,3.81252597301559,23895.4444444444,18.628125,900,0,FALSE,20000,10000
"10","APNERR2012dtd.csv","2012-03-03",0.0396639750820987,0.00903683307802099,0.0392999145484512,0.00511454406256883,0.00505474817655268,0.00358333170817468,0.0345494310195298,0.00822381540946423,0.0345212012736067,110.135521180968,2503.00198494937,10.5912283662929,0.431393821220611,1.00748631324954e-06,0.431393826299232,1.07177,0,1.07177,1.55086835292203e-06,3.53341751610445e-07,1.53663352247418e-06,1,0,1,0.556477185697064,0.518333333333333,0.044858146895501,10.4125405256301,0.40625,0.00143453685191918,"Fine",1.00480157154368,1,1,1,1.00137809133553,1.00480157154368,-312.492202249551,4.70817700941585,25575.3333333333,20.1635416666667,900,0,FALSE,20000,10000
